25,0,45
50,25,59
50,50,59
50,50,119
50,50,179
50,50,239
50,50,299
50,50,359
50,50,419
50,50,479
100,50,496
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,5
100,100,6
100,100,7
100,100,8
100,100,9
100,100,10
100,100,11
100,100,12
100,100,13
100,100,14
100,100,15
100,100,16
100,100,17
100,100,18
100,100,19
100,100,20
100,100,21
100,100,22
100,100,23
100,100,24
100,100,25
100,100,26
100,100,27
100,100,28
100,100,29
100,100,30
100,100,31
100,100,32
100,100,33
100,100,34
100,100,35
100,100,36
100,100,37
100,100,38
100,100,39
100,100,40
100,100,41
50,100,42
100,50,1
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,5
100,100,6
100,100,7
100,100,8
100,100,9
100,100,10
100,100,11
100,100,12
100,100,13
100,100,14
100,100,15
100,100,16
100,100,17
100,100,18
100,100,19
100,100,20
100,100,21
100,100,22
100,100,23
100,100,24
100,100,25
100,100,26
100,100,27
100,100,28
100,100,29
100,100,30
100,100,31
100,100,33
100,100,34
100,100,35
100,100,36
100,100,37
100,100,38
100,100,39
100,100,40
100,100,41
100,100,42
100,100,43
100,100,44
100,100,45
100,100,46
50,100,57
50,50,59
50,50,119
50,50,179
50,50,239
50,50,299
50,50,359
50,50,419
50,50,479
50,50,539
100,50,573
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,5
100,100,6
100,100,7
100,100,8
100,100,9
100,100,10
100,100,11
100,100,12
100,100,14
100,100,15
100,100,16
100,100,17
100,100,18
100,100,19
100,100,20
100,100,21
100,100,22
100,100,23
100,100,24
100,100,25
50,100,26
100,50,1
100,50,1
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,5
100,100,6
100,100,7
100,100,8
100,100,9
100,100,10
100,100,11
100,100,12
100,100,13
100,100,14
100,100,15
100,100,16
100,100,17
100,100,18
100,100,19
100,100,21
100,100,22
100,100,23
100,100,24
100,100,25
100,100,26
100,100,27
100,100,28
100,100,29
100,100,30
100,100,31
100,100,32
100,100,33
100,100,34
100,100,35
100,100,36
100,100,37
100,100,38
100,100,39
100,100,40
100,100,41
100,100,42
100,100,43
100,100,44
100,100,45
100,100,46
100,100,47
100,100,48
100,100,49
100,100,50
100,100,51
100,100,52
100,100,53
100,100,54
100,100,55
50,100,56
100,50,1
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,5
50,100,57
50,50,59
50,50,119
50,50,179
50,50,239
50,50,299
50,50,359
100,50,393
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,5
100,100,6
100,100,7
100,100,8
100,100,9
100,100,10
100,100,12
100,100,13
100,100,14
100,100,15
100,100,16
100,100,17
100,100,18
100,100,19
100,100,20
100,100,21
100,100,22
100,100,23
100,100,24
100,100,25
50,100,26
100,50,1
100,50,1
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,5
100,100,6
100,100,7
100,100,8
100,100,9
100,100,10
100,100,11
100,100,12
100,100,13
100,100,14
100,100,15
100,100,16
100,100,18
100,100,19
100,100,20
100,100,21
100,100,22
100,100,23
100,100,24
100,100,25
100,100,26
100,100,27
100,100,28
100,100,29
100,100,30
100,100,31
100,100,32
100,100,33
100,100,34
100,100,35
100,100,36
100,100,37
100,100,38
100,100,39
100,100,40
100,100,41
100,100,42
100,100,43
100,100,44
100,100,45
100,100,46
100,100,47
100,100,48
100,100,49
100,100,50
100,100,51
100,100,52
100,100,53
100,100,54
100,100,55
50,100,56
100,50,1
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,5
50,100,57
50,50,59
50,50,119
50,50,179
50,50,239
50,50,299
50,50,359
50,50,419
100,50,430
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,5
100,100,6
100,100,7
100,100,8
100,100,9
100,100,10
100,100,11
100,100,12
100,100,13
100,100,14
100,100,15
100,100,16
100,100,17
100,100,18
100,100,19
100,100,20
100,100,21
100,100,22
100,100,23
100,100,24
100,100,25
100,100,26
100,100,27
100,100,28
100,100,29
100,100,30
100,100,31
100,100,32
100,100,33
100,100,35
100,100,36
100,100,37
100,100,38
100,100,39
100,100,40
100,100,41
100,100,42
100,100,43
100,100,44
100,100,45
100,100,46
100,100,47
50,100,48
100,50,1
100,50,1
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,6
100,100,7
100,100,8
100,100,9
100,100,10
100,100,11
100,100,12
100,100,13
100,100,14
100,100,15
100,100,16
100,100,17
100,100,18
100,100,19
100,100,20
100,100,21
100,100,22
100,100,23
100,100,24
100,100,25
100,100,26
100,100,27
100,100,28
100,100,29
100,100,30
100,100,31
100,100,32
100,100,33
100,100,34
100,100,35
100,100,36
100,100,37
100,100,38
100,100,39
100,100,40
50,100,57
50,50,59
50,50,119
50,50,179
50,50,239
50,50,299
50,50,359
50,50,419
50,50,479
50,50,539
100,50,582
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,5
100,100,6
100,100,7
100,100,8
100,100,9
100,100,10
100,100,11
100,100,12
100,100,13
100,100,14
100,100,15
50,100,16
100,50,1
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,5
100,100,6
100,100,7
100,100,8
100,100,9
100,100,10
100,100,11
100,100,12
100,100,13
100,100,14
100,100,15
100,100,16
100,100,17
100,100,18
100,100,19
100,100,20
100,100,21
100,100,22
100,100,23
100,100,24
100,100,25
100,100,26
100,100,27
100,100,28
100,100,29
100,100,30
100,100,31
100,100,32
100,100,33
100,100,34
100,100,35
100,100,36
100,100,37
100,100,38
100,100,39
100,100,41
100,100,42
100,100,43
100,100,44
100,100,45
100,100,46
100,100,47
100,100,48
100,100,49
100,100,50
100,100,51
100,100,52
100,100,53
100,100,54
100,100,55
100,100,56
100,100,57
50,100,58
100,50,1
100,50,1
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,5
100,100,6
100,100,7
100,100,8
100,100,9
100,100,10
100,100,11
100,100,12
50,100,56
50,50,59
50,50,119
50,50,179
50,50,239
100,50,267
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,5
100,100,6
100,100,7
100,100,8
100,100,9
100,100,10
100,100,11
100,100,12
100,100,13
100,100,14
100,100,15
100,100,16
100,100,17
100,100,18
100,100,19
100,100,20
100,100,21
100,100,22
100,100,23
100,100,24
100,100,25
100,100,26
100,100,27
100,100,28
100,100,29
100,100,30
50,100,31
100,50,1
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,5
100,100,6
100,100,7
100,100,8
100,100,9
100,100,10
100,100,11
100,100,12
100,100,13
100,100,14
100,100,15
100,100,16
100,100,17
100,100,18
100,100,19
100,100,20
100,100,21
100,100,22
100,100,23
100,100,24
100,100,25
100,100,26
100,100,27
100,100,28
100,100,29
100,100,30
100,100,31
100,100,32
100,100,33
100,100,34
100,100,35
100,100,36
100,100,37
100,100,38
100,100,39
100,100,40
100,100,41
100,100,42
100,100,43
100,100,44
100,100,45
100,100,46
100,100,47
100,100,48
100,100,49
100,100,50
100,100,51
100,100,52
100,100,53
100,100,54
100,100,55
100,100,56
50,100,57
50,50,59
50,50,119
50,50,179
50,50,239
50,50,299
50,50,359
50,50,419
100,50,471
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,5
100,100,6
50,100,7
100,50,1
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,5
100,100,6
100,100,7
100,100,8
100,100,9
100,100,10
100,100,11
100,100,12
100,100,13
100,100,14
100,100,15
100,100,16
100,100,17
100,100,18
100,100,19
100,100,20
100,100,21
100,100,22
100,100,23
100,100,24
100,100,25
100,100,26
100,100,27
100,100,28
100,100,29
100,100,30
100,100,31
100,100,32
100,100,33
100,100,34
100,100,36
100,100,37
100,100,38
100,100,39
100,100,40
100,100,41
100,100,42
100,100,43
100,100,44
100,100,45
100,100,46
100,100,47
100,100,48
100,100,49
100,100,50
100,100,51
100,100,52
100,100,53
100,100,54
100,100,55
100,100,56
50,100,57
100,50,1
100,50,1
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,5
100,100,7
100,100,8
100,100,9
100,100,10
100,100,11
100,100,12
100,100,13
100,100,14
100,100,15
100,100,16
100,100,17
100,100,18
100,100,19
100,100,20
100,100,21
100,100,22
100,100,23
50,100,57
50,50,59
50,50,119
50,50,179
50,50,239
50,50,299
50,50,359
50,50,419
50,50,479
100,50,522
100,100,0
100,100,1
100,100,2
100,100,3
100,100,4
100,100,5
100,100,7
100,100,8
100,100,9
100,100,10
100,100,11
